20260202 002200;4654.965000;4654.985000;4648.315000;4653.265000;0
20260202 002300;4653.315000;4664.585000;4652.745000;4663.895000;0
20260202 002400;4664.055000;4668.495000;4662.858000;4666.328000;0
20260202 002500;4666.338000;4667.405000;4661.015000;4666.488000;0
20260202 002600;4666.608000;4670.028000;4663.815000;4666.045000;0
20260202 002700;4666.038000;4668.448000;4660.948000;4661.778000;0
20260202 002800;4661.805000;4663.905000;4653.788000;4659.788000;0
20260202 002900;4659.808000;4664.988000;4653.858000;4657.738000;0
20260202 003000;4657.708000;4657.708000;4636.518000;4636.528000;0
20260202 003100;4635.498000;4641.158000;4617.238000;4626.348000;0
20260202 003200;4626.888000;4634.875000;4620.105000;4631.368000;0
20260202 003300;4631.378000;4641.348000;4624.368000;4640.278000;0
20260202 003400;4640.298000;4640.358000;4628.975000;4631.188000;0
20260202 003500;4631.208000;4642.518000;4630.578000;4635.448000;0
20260202 003600;4635.085000;4637.508000;4613.135000;4614.138000;0
20260202 003700;4614.138000;4614.508000;4604.178000;4604.518000;0
20260202 003800;4604.538000;4621.348000;4603.278000;4616.418000;0
20260202 003900;4616.448000;4623.788000;4616.078000;4622.408000;0
20260202 004000;4622.428000;4624.098000;4600.278000;4612.635000;0
20260202 004100;4612.575000;4614.285000;4603.755000;4604.185000;0
20260202 004200;4604.025000;4604.825000;4597.548000;4600.555000;0
20260202 004300;4600.535000;4613.088000;4597.308000;4599.138000;0
20260202 004400;4599.098000;4600.445000;4571.115000;4574.245000;0
20260202 004500;4574.098000;4578.235000;4560.835000;4561.065000;0
20260202 004600;4561.155000;4575.468000;4557.985000;4574.348000;0
20260202 004700;4575.165000;4577.238000;4554.928000;4554.928000;0
20260202 004800;4554.918000;4555.798000;4546.388000;4546.648000;0
20260202 004900;4546.648000;4555.035000;4522.518000;4550.035000;0
20260202 005000;4549.798000;4568.845000;4532.548000;4544.345000;0
20260202 005100;4544.445000;4562.005000;4527.755000;4527.778000;0
20260202 005200;4527.778000;4529.638000;4512.348000;4514.465000;0
20260202 005300;4514.405000;4525.845000;4496.635000;4520.905000;0
20260202 005400;4520.598000;4538.295000;4511.605000;4536.948000;0
20260202 005500;4536.618000;4542.135000;4524.298000;4539.555000;0
20260202 005600;4539.545000;4540.835000;4526.648000;4530.175000;0
20260202 005700;4529.948000;4539.768000;4519.475000;4539.365000;0
